Protein Group Accessions	Protein Descriptions	scenario	label	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23
Q8N5N7	39S ribosomal protein L50, mitochondrial OS=Homo sapiens GN=MRPL50 PE=1 SV=2 - [RM50_HUMAN]	A	TRUE	0	0	0	0	0	0	0	0.137707948243993	0.27735674676525	0.890665434380776	1	0.509242144177449	0.266913123844732	0.412292051756007	0.185674676524954	0.117190388170055	0.118484288354898	0.0535767097966728	0.0770609981515712	0.0629297597042514	0.0499445471349353	0.0843807763401109	0.0447134935304991
Q8N766	ER membrane protein complex subunit 1 OS=Homo sapiens GN=EMC1 PE=1 SV=1 - [EMC1_HUMAN]	A	TRUE	0	0	0	0	0	0	0	0	0	0.50578463363987	0.882082468110353	0.0823049540195788	0.357905665974488	0.922278255710472	0.626668644319193	0.67531889646989	0.900771284485316	0.496440225452388	0	0.972411747256007	0.532334618807476	1	0
Q8N983	39S ribosomal protein L43, mitochondrial OS=Homo sapiens GN=MRPL43 PE=1 SV=1 - [RM43_HUMAN]	A	TRUE	0	0	0	0	0	0	0	0.121214285714286	0.280785714285714	0.928571428571429	1	0.512928571428571	0.232071428571429	0.367857142857143	0.157357142857143	0.126642857142857	0.108285714285714	0.0437428571428571	0	0.0380857142857143	0	0.0471357142857143	0
Q8ND07	Coiled-coil domain-containing protein 176 OS=Homo sapiens GN=CCDC176 PE=2 SV=3 - [CC176_HUMAN]	A	TRUE	0	0.0478230171805131	0.109861143798541	1	0.85831960461285	0.221840433043069	0	0.0868204283360791	0.0426217933631443	0.00589315132972464	0	0	0	0	0	0	0	0	0	0	0	0	0.00621087314662274
Q8TAE8	Growth arrest and DNA damage-inducible proteins-interacting protein 1 OS=Homo sapiens GN=GADD45GIP1 PE=1 SV=1 - [G45IP_HUMAN]	A	TRUE	0	0	0	0	0	0	0	0	0.310501750291715	0.94340723453909	1	0.566977829638273	0.192532088681447	0.437456242707118	0.177479579929988	0.153092182030338	0.155192532088681	0.0687281213535589	0.0210151691948658	0.0658459743290548	0.0597316219369895	0.0825204200700117	0.111983663943991
Q8TB69	Zinc finger protein 519 OS=Homo sapiens GN=ZNF519 PE=2 SV=2 - [ZN519_HUMAN]	A	TRUE	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8TCC3	39S ribosomal protein L30, mitochondrial OS=Homo sapiens GN=MRPL30 PE=1 SV=1 - [RM30_HUMAN]	A	TRUE	0	0	0	0	0	0	0	0	0.199539776462853	0.871794871794872	1	0.441025641025641	0.189217619986851	0.300986193293886	0.1543063773833	0.101249178172255	0.0892833662064431	0	0	0	0	0.0413543721236029	0
Q8TE56	A disintegrin and metalloproteinase with thrombospondin motifs 17 OS=Homo sapiens GN=ADAMTS17 PE=2 SV=2 - [ATS17_HUMAN]	A	TRUE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.649234923492349	0.837353735373537	1	0	0	0	0	0	0
Q92552	28S ribosomal protein S27, mitochondrial OS=Homo sapiens GN=MRPS27 PE=1 SV=3 - [RT27_HUMAN]	A	TRUE	0	0	0	0	0	0.290304182509506	0.825728770595691	1	0.961977186311787	0.346831432192649	0.363181242078581	0.260836501901141	0.0753485424588086	0.227186311787072	0.0850443599493029	0.111787072243346	0.102661596958175	0.0510773130544994	0	0.0464448669201521	0.0495627376425856	0.0504816223067174	0
Q92616	Translational activator GCN1 OS=Homo sapiens GN=GCN1L1 PE=1 SV=6 - [GCN1L_HUMAN]	A	TRUE	0	0	0	0	0	0	0	0	1	0.547540983606557	0.210018214936248	0.324681238615665	0	0.354462659380692	0.138069216757741	0.145628415300546	0.140072859744991	0.0576867030965392	0.0321584699453552	0.048023679417122	0.057431693989071	0	0
Q92665	28S ribosomal protein S31, mitochondrial OS=Homo sapiens GN=MRPS31 PE=1 SV=3 - [RT31_HUMAN]	A	TRUE	0	0	0	0	0	0.721973094170404	1	0.718834080717489	0.704484304932735	0.408206278026906	0.267354260089686	0.217757847533632	0.0720627802690583	0.190134529147982	0.0682062780269058	0.0832286995515695	0.085067264573991	0.0451121076233184	0.01547533632287	0.0225470852017937	0.036067264573991	0	0.0743497757847534
Q92887	Canalicular multispecific organic anion transporter 1 OS=Homo sapiens GN=ABCC2 PE=1 SV=3 - [MRP2_HUMAN]	A	TRUE	0	0.767302452316076	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q969H8	UPF0556 protein C19orf10 OS=Homo sapiens GN=C19orf10 PE=1 SV=1 - [CS010_HUMAN]	A	TRUE	0	0	0	0.312360505898608	0	0	0	0.245934743330853	0.342863216069721	0	0	0	0.0192156445956	0	0	0	0	0	0	0	0	0.101987458816027	1
Q96A35	39S ribosomal protein L24, mitochondrial OS=Homo sapiens GN=MRPL24 PE=1 SV=1 - [RM24_HUMAN]	A	TRUE	0	0	0	0	0	0	0	0	0.279527104959631	0.938869665513264	1	0.523529411764706	0.217820069204152	0.380161476355248	0.194463667820069	0.142329873125721	0.141580161476355	0.0587081891580162	0	0.0516666666666667	0	0	0
Q96AC6	Kinesin-like protein KIFC2 OS=Homo sapiens GN=KIFC2 PE=2 SV=1 - [KIFC2_HUMAN]	A	TRUE	0	0	0	0	1	0.723984418475237	0.412186978297162	0	0	0	0	0	0.134279354479688	0.325153032832499	0.182971619365609	0.167668336115748	0.220033388981636	0.112632164718976	0.192320534223706	0.261713967723984	0.170061213132999	0.314579855314413	0.244963828603228
Q96BD6	SPRY domain-containing SOCS box protein 1 OS=Homo sapiens GN=SPSB1 PE=1 SV=1 - [SPSB1_HUMAN]	A	TRUE	0	0	0	0	0	0	0	0	0	0	0	0	0.131572327044025	0.435723270440252	0.236805031446541	0.413333333333333	0.480503144654088	0.256603773584906	0.535345911949686	0.698867924528302	0.543899371069182	1	0.352955974842767
Q96BW9	Phosphatidate cytidylyltransferase, mitochondrial OS=Homo sapiens GN=TAMM41 PE=1 SV=2 - [TAM41_HUMAN]	A	TRUE	0	0	0	0.392779134010022	1	0	0	0	0.112809970448413	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q96DV4	39S ribosomal protein L38, mitochondrial OS=Homo sapiens GN=MRPL38 PE=1 SV=2 - [RM38_HUMAN]	A	TRUE	0	0	0	0	0	0	0	0.0493350632500811	0.281435830900638	1	0.77911125527084	0.635744404800519	0.316142285652503	0.448697156449346	0.163369012866256	0.160666017947886	0.187479727538112	0.0687641907233214	0.0243161422856525	0.0605903340901719	0.0514542112660828	0.0671748297113201	0.105351929938372
Q96EL2	28S ribosomal protein S24, mitochondrial OS=Homo sapiens GN=MRPS24 PE=1 SV=1 - [RT24_HUMAN]	A	TRUE	0	0	0	0	0	0	0	0	1	0.713002470244779	0.580732090725354	0.315742196272176	0.188300022456771	0.370536716820121	0.189422860992589	0	0.0731753873792949	0.0758589714799012	0.0926117224343139	0.066887491578711	0.0595778127105322	0.0936784190433416	0
Q96EL3	39S ribosomal protein L53, mitochondrial OS=Homo sapiens GN=MRPL53 PE=1 SV=1 - [RM53_HUMAN]	A	TRUE	0	0	0	0	0	0	0	0.231189710610932	0.337138263665595	0.897106109324759	1	0.596998928188639	0.261897106109325	0.383922829581994	0.160557341907824	0.10016077170418	0.112968917470525	0.0581993569131833	0.0629689174705252	0.0568595927116827	0.0393569131832797	0.0472883172561629	0
Q96GC5	39S ribosomal protein L48, mitochondrial OS=Homo sapiens GN=MRPL48 PE=1 SV=2 - [RM48_HUMAN]	A	TRUE	0	0	0	0	0	0	0.888363636363636	1	0.727454545454545	0.687090909090909	0.718818181818182	0.511454545454546	0.162454545454545	0.432727272727273	0.0978181818181818	0.189363636363636	0.214090909090909	0.0851818181818182	0	0.106363636363636	0	0	0.442363636363636
Q96KN1	Protein FAM84B OS=Homo sapiens GN=FAM84B PE=1 SV=1 - [FA84B_HUMAN]	A	TRUE	0	0.706621519939804	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q96NT0	Coiled-coil domain-containing protein 115 OS=Homo sapiens GN=CCDC115 PE=1 SV=1 - [CC115_HUMAN]	A	TRUE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.275039745627981	1	0	0.829888712241653	0
Q96PY6	Serine/threonine-protein kinase Nek1 OS=Homo sapiens GN=NEK1 PE=1 SV=2 - [NEK1_HUMAN]	A	TRUE	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q96T37	Putative RNA-binding protein 15 OS=Homo sapiens GN=RBM15 PE=1 SV=2 - [RBM15_HUMAN]	A	TRUE	0	0	0	0	1	0.507235686687741	0.0766186629200328	0.0972953986652617	0.0330031612223393	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q96TA2	ATP-dependent zinc metalloprotease YME1L1 OS=Homo sapiens GN=YME1L1 PE=1 SV=2 - [YMEL1_HUMAN]	A	TRUE	0	0	0	0	0	0	1	0.763659793814433	0.457560137457045	0.41254295532646	0	0.173711340206186	0	0	0.0375257731958763	0.0499914089347079	0.0239776632302406	0.0213917525773196	0	0.0374484536082474	0.0216838487972509	0	0
Q99797	Mitochondrial intermediate peptidase OS=Homo sapiens GN=MIPEP PE=1 SV=2 - [MIPEP_HUMAN]	A	TRUE	0	0	0	0.259021703919663	1	0	0	0	0.0588597343699385	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q99963	Endophilin-A3 OS=Homo sapiens GN=SH3GL3 PE=1 SV=1 - [SH3G3_HUMAN]	A	TRUE	0	0	0	0	0	0	0	0	0	0	0.0406306306306306	0.182882882882883	0.0890810810810811	0.247567567567568	0.0965405405405405	0.128756756756757	0.134324324324324	0.0624324324324324	1	0.276396396396396	0.345945945945946	0.386666666666667	0
Q9BQ48	39S ribosomal protein L34, mitochondrial OS=Homo sapiens GN=MRPL34 PE=1 SV=1 - [RM34_HUMAN]	A	TRUE	0	0	0	0	0	0	0	0	0.203938461538462	1	0.452923076923077	0.574461538461538	0	0	0.146861538461538	0.128584615384615	0.137969230769231	0.0480307692307692	0.0183138461538462	0	0.0371076923076923	0	0
Q9BQC6	Ribosomal protein 63, mitochondrial OS=Homo sapiens GN=MRP63 PE=1 SV=1 - [RT63_HUMAN]	A	TRUE	0	0	0	0	0	0	0	0	0	1	0.981192221868027	0.572521517373287	0.22038040590798	0.474869833173945	0	0	0	0	0	0	0	0	0
Q9BQI5	SH3-containing GRB2-like protein 3-interacting protein 1 OS=Homo sapiens GN=SGIP1 PE=1 SV=2 - [SGIP1_HUMAN]	A	TRUE	0	0.478782066650683	0.212299208822824	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.169263965475905	0	0	0	0	0
Q9BRJ2	39S ribosomal protein L45, mitochondrial OS=Homo sapiens GN=MRPL45 PE=1 SV=2 - [RM45_HUMAN]	A	TRUE	0	0	0	0	0	0	0	0	0.259058988764045	1	0.881320224719101	0.591713483146067	0.267837078651685	0.432233146067416	0.228792134831461	0.146910112359551	0	0.0748595505617978	0.0666432584269663	0.0659269662921348	0.0571699438202247	0	0
Q9BSD7	Cancer-related nucleoside-triphosphatase OS=Homo sapiens GN=NTPCR PE=1 SV=1 - [NTPCR_HUMAN]	A	TRUE	0	0	0	0	0	1	0	0	0.612613240418119	0	0	0.357979094076655	0	0	0	0	0	0	0	0	0	0.180975609756098	0
Q9BTC8	Metastasis-associated protein MTA3 OS=Homo sapiens GN=MTA3 PE=1 SV=2 - [MTA3_HUMAN]	A	TRUE	0	0	0	0	0	0	0	1	0	0	0	0.0784746554543331	0	0	0.00607217939733707	0	0	0	0	0	0	0	0
Q9BYC8	39S ribosomal protein L32, mitochondrial OS=Homo sapiens GN=MRPL32 PE=1 SV=1 - [RM32_HUMAN]	A	TRUE	0	0	0	0	0	0	0	0	0.436046511627907	1	0.995123780945236	0.596399099774944	0.292010502625656	0.422355588897224	0.173574643660915	0.141654163540885	0.117798199549887	0	0	0	0	0	0
Q9BYC9	39S ribosomal protein L20, mitochondrial OS=Homo sapiens GN=MRPL20 PE=1 SV=1 - [RM20_HUMAN]	A	TRUE	0	0	0	0	0	0	0	0	0	0.847023033463712	1	0.508365927857453	0.156996957844415	0.394393741851369	0.216318991742721	0.1248370273794	0.115384615384615	0.0590069534984789	0	0	0	0.0645914819643633	0
Q9BYD1	39S ribosomal protein L13, mitochondrial OS=Homo sapiens GN=MRPL13 PE=1 SV=1 - [RM13_HUMAN]	A	TRUE	0	0	0	0	0	0	0	0	0.196712689020381	0.845496383957922	1	0.474753451676529	0.192899408284024	0.369822485207101	0.148849441157133	0.099474030243261	0.107889546351085	0.0501643655489809	0.0686390532544379	0.0632018408941486	0.030138067061144	0.0671268902038133	0.0339842209072978
Q9BYD2	39S ribosomal protein L9, mitochondrial OS=Homo sapiens GN=MRPL9 PE=1 SV=2 - [RM09_HUMAN]	A	TRUE	0	0	0	0	0	0	0	0	0.271123074622402	0.876476745924929	1	0.514430985494243	0.234335277403918	0.385524151338418	0.117227456258412	0.0902198295199641	0.0886496186630776	0.0331239718857485	0.0534768954688201	0.0491251682368775	0.0344399581277105	0.0520711828921789	0
Q9BYD3	39S ribosomal protein L4, mitochondrial OS=Homo sapiens GN=MRPL4 PE=1 SV=1 - [RM04_HUMAN]	A	TRUE	0	0	0	0	0	0	0	0	0.251057977147694	0.98846804909014	1	0.553956834532374	0.249259415996615	0.387008040626323	0.19710114261532	0.15901396529835	0.12410071942446	0.0626745662293694	0.0616060093101989	0.0717308506136267	0.0482860770207364	0.064240372407956	0.112251375370292
Q9BYD6	39S ribosomal protein L1, mitochondrial OS=Homo sapiens GN=MRPL1 PE=1 SV=2 - [RM01_HUMAN]	A	TRUE	0	0	0	0	0	0	0	0	0	0.807948397836038	1	0.503953391593841	0.20672076570953	0.392322097378277	0.149500624219725	0.101227632126509	0.099053266749896	0.048491468997087	0.0523824386183937	0	0.0332292967124428	0	0
Q9BZE1	39S ribosomal protein L37, mitochondrial OS=Homo sapiens GN=MRPL37 PE=1 SV=2 - [RM37_HUMAN]	A	TRUE	0	0	0	0.064728639327954	0.24483254117387	0.262517961755278	0	0.10307284182602	0.292914778379573	0.947164806013043	1	0.516745882613021	0.234331822703659	0.416712722449431	0.169337902066984	0.144025643859843	0.117165911351829	0	0	0	0.0339449541284404	0.0480269702663867	0.0520725102243838
Q9BZQ6	ER degradation-enhancing alpha-mannosidase-like protein 3 OS=Homo sapiens GN=EDEM3 PE=1 SV=2 - [EDEM3_HUMAN]	A	TRUE	0	0	0	0	0	0	0	1	0	0	0.0703808073115004	0.0923076923076923	0	0	0	0	0	0	0	0	0	0	0
Q9H0U6	39S ribosomal protein L18, mitochondrial OS=Homo sapiens GN=MRPL18 PE=1 SV=1 - [RM18_HUMAN]	A	TRUE	0	0	0	0	0	0	0	0	0.22223291626564	0.920692974013475	1	0.566217516843118	0.335418671799808	0.479884504331088	0.257651588065448	0.200962463907603	0.224542829643888	0.0990375360923965	0.0923772858517806	0.110587102983638	0.0968238691049086	0.139846005774783	0.169008662175168
Q9H1J1	Regulator of nonsense transcripts 3A OS=Homo sapiens GN=UPF3A PE=1 SV=1 - [REN3A_HUMAN]	A	TRUE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.864983001457018	0	0	0	0	0.456775133559981	0	0	1	0
Q9H2W6	39S ribosomal protein L46, mitochondrial OS=Homo sapiens GN=MRPL46 PE=1 SV=1 - [RM46_HUMAN]	A	TRUE	0	0	0	0.218460111317254	0.123098330241187	0.154545454545455	0.0773376623376623	0.140816326530612	0.294063079777366	0.87847866419295	1	0.578014842300557	0.235807050092764	0.386920222634508	0.187198515769944	0.109090909090909	0	0.0484508348794063	0	0.0523469387755102	0	0	0.0358534322820037
Q9H444	Charged multivesicular body protein 4b OS=Homo sapiens GN=CHMP4B PE=1 SV=1 - [CHM4B_HUMAN]	A	TRUE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Q9H488	GDP-fucose protein O-fucosyltransferase 1 OS=Homo sapiens GN=POFUT1 PE=1 SV=1 - [OFUT1_HUMAN]	A	TRUE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q9H6U8	Alpha-1,2-mannosyltransferase ALG9 OS=Homo sapiens GN=ALG9 PE=1 SV=2 - [ALG9_HUMAN]	A	TRUE	0	0	0	0	0	0	0	0	0	0	0.713385826771654	0	0	0	0.540157480314961	0	0.896587926509186	0	0	1	0	0	0
Q9H9J2	39S ribosomal protein L44, mitochondrial OS=Homo sapiens GN=MRPL44 PE=1 SV=1 - [RM44_HUMAN]	A	TRUE	0	0	0	0	0.365615692718496	0.0841326897401664	0.041799322173154	0.059689842867413	0.314881380301941	1	0.850569990756907	0.612406285303482	0.00802608606346924	0.374756085036459	0.0777754955325049	0.0834548628941152	0.0339118825100134	0.00676080928417377	0	0	0.0143781452192667	0.0538050734312417	0
Q9HD33	39S ribosomal protein L47, mitochondrial OS=Homo sapiens GN=MRPL47 PE=1 SV=2 - [RM47_HUMAN]	A	TRUE	0	0	0	0.0995361781076067	0.106029684601113	0.0598886827458256	0.064100185528757	0.0981447124304267	0.186456400742115	0.561688311688312	1	0.630797773654917	0.0980519480519481	0.398423005565863	0.170037105751391	0.0573562152133581	0.0834601113172542	0.00842022263450835	0	0	0.0146382189239332	0.0393228200371058	0.171706864564007
Q9HDC9	Adipocyte plasma membrane-associated protein OS=Homo sapiens GN=APMAP PE=1 SV=2 - [APMAP_HUMAN]	A	TRUE	0	0.0286453839516825	0.117428817946506	0.771958584987058	1	0.456514236410699	0	0.23839516824849	0.189128559102675	0	0	0	0	0	0	0	0.0262553925798102	0	0.0081578947368421	0	0	0	0.202243313201035
Q9NP92	28S ribosomal protein S30, mitochondrial OS=Homo sapiens GN=MRPS30 PE=1 SV=2 - [RT30_HUMAN]	A	TRUE	0	0	0	0	0	0	0	0	0.286564454307041	0	1	0.594714545087755	0.26255799878959	0.446842848497075	0.189429090175509	0.117207988702844	0.125579987895905	0	0	0	0	0	0
Q9NPH0	Lysophosphatidic acid phosphatase type 6 OS=Homo sapiens GN=ACP6 PE=1 SV=2 - [PPA6_HUMAN]	A	TRUE	0	0	0.0935490313561015	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NQ50	39S ribosomal protein L40, mitochondrial OS=Homo sapiens GN=MRPL40 PE=1 SV=1 - [RM40_HUMAN]	A	TRUE	0	0	0	0	0	0	0	0.120770676691729	0.332119360902256	1	0.437265037593985	0.507988721804511	0	0.443374060150376	0.201127819548872	0.144619360902256	0.132401315789474	0.0356203007518797	0	0.0661771616541353	0.0567081766917293	0.0808858082706767	0.180803571428571
Q9NRX2	39S ribosomal protein L17, mitochondrial OS=Homo sapiens GN=MRPL17 PE=1 SV=1 - [RM17_HUMAN]	A	TRUE	0	0	0	0	0	0	0	0	0.219105302305812	1	0.79460206141749	0.560195515885666	0.197003506534906	0.414514929338009	0.222930613112315	0.118690893635108	0.124747635745404	0.0664966528530443	0	0.0700563170757624	0.0517267027946021	0.0472425884603124	0.0469238125597705
Q9NUQ2	1-acyl-sn-glycerol-3-phosphate acyltransferase epsilon OS=Homo sapiens GN=AGPAT5 PE=1 SV=3 - [PLCE_HUMAN]	A	TRUE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.786839826839827	0.421991341991342	0.651601731601732	0.913246753246753	0.317229437229437	1	0
Q9NVS2	28S ribosomal protein S18a, mitochondrial OS=Homo sapiens GN=MRPS18A PE=1 SV=1 - [RT18A_HUMAN]	A	TRUE	0	0	0	0	0	0	0	0	0.245060790273556	0.930851063829787	1	0.56838905775076	0.253799392097264	0.412689969604863	0.167933130699088	0.117401215805471	0.114133738601824	0.0511702127659575	0.0798632218844985	0.0772036474164134	0.0485866261398176	0	0
Q9NWU5	39S ribosomal protein L22, mitochondrial OS=Homo sapiens GN=MRPL22 PE=1 SV=1 - [RM22_HUMAN]	A	TRUE	0	0	0	0	0	0.0523937554206418	0.0301821335646141	0.073937554206418	0.260537727666956	0.826279271465742	1	0.487163920208153	0.236600173460538	0.378317432784042	0.173200346921075	0.105117085862966	0.124024284475282	0.0557415437987858	0.0761231569817867	0.0707285342584562	0.0490199479618387	0.076062445793582	0.0274588031222897
Q9NX14	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial OS=Homo sapiens GN=NDUFB11 PE=1 SV=1 - [NDUBB_HUMAN]	A	TRUE	0	0.266386554621849	0	1	0	0.795798319327731	0	0.535947712418301	0	0.171428571428571	0	0.188702147525677	0	0.22250233426704	0.119607843137255	0.0663211951447246	0.197572362278245	0	0.176657329598506	0.212698412698413	0	0.342016806722689	0.57563025210084
Q9NX18	Succinate dehydrogenase assembly factor 2, mitochondrial OS=Homo sapiens GN=SDHAF2 PE=1 SV=1 - [SDHF2_HUMAN]	A	TRUE	0	1	0	0	0.69864960909737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NX20	39S ribosomal protein L16, mitochondrial OS=Homo sapiens GN=MRPL16 PE=1 SV=1 - [RM16_HUMAN]	A	TRUE	0	0	0	0	0	0	0	0	0.284557547715442	1	0.947946790052053	0.643724696356275	0.195488721804511	0.545787545787546	0.213996529786003	0.250048197416619	0.24715635241951	0.115905147484095	0.0590129169076538	0.0967996915365336	0.103450935029882	0.101850780798149	0.291497975708502
Q9NYK5	39S ribosomal protein L39, mitochondrial OS=Homo sapiens GN=MRPL39 PE=1 SV=3 - [RM39_HUMAN]	A	TRUE	0	0	0	0.619980601357905	0.696993210475267	1	0.594568380213385	0.605819592628516	0.391464597478177	0.120271580989331	0.105237633365664	0.0823278370514064	0.0387778855480116	0.0560232783705141	0	0	0.0371871968962173	0.0111167151632719	0.0237827352085354	0	0	0.0702424830261882	0.115324927255092
Q9NZE8	39S ribosomal protein L35, mitochondrial OS=Homo sapiens GN=MRPL35 PE=1 SV=3 - [RM35_HUMAN]	A	TRUE	0	0	0	0	0	0	0	0.973875910575232	0	0.817633760361718	0	0.904044209997488	0	0	0	0.659130871640291	0	0	0.760864104496358	0.975634262748053	0	1	0
Q9P015	39S ribosomal protein L15, mitochondrial OS=Homo sapiens GN=MRPL15 PE=1 SV=1 - [RM15_HUMAN]	A	TRUE	0	0	0	0	0	0	0	0	0.302946127946128	0.986531986531987	1	0.584848484848485	0.300084175084175	0.457912457912458	0.238299663299663	0.143602693602694	0.138299663299663	0.0752693602693603	0.0691077441077441	0.0685016835016835	0	0	0
Q9P0M9	39S ribosomal protein L27, mitochondrial OS=Homo sapiens GN=MRPL27 PE=1 SV=1 - [RM27_HUMAN]	A	TRUE	0	0	0	0	0	0	0	0	0	0.907422852376981	1	0.300250208507089	0.196330275229358	0.383152627189324	0.176730608840701	0	0	0.0514678899082569	0	0.066163469557965	0	0.0689407839866555	0
Q9P267	Methyl-CpG-binding domain protein 5 OS=Homo sapiens GN=MBD5 PE=1 SV=3 - [MBD5_HUMAN]	A	TRUE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Q9UBS4	DnaJ homolog subfamily B member 11 OS=Homo sapiens GN=DNAJB11 PE=1 SV=1 - [DJB11_HUMAN]	A	TRUE	0	0	0	0.739425981873112	1	0.824018126888218	0.368731117824773	0.418957703927492	0	0.294184290030211	0.380740181268882	0.0286706948640483	0	0	0.225	0.279078549848943	0.328474320241692	0	0.208836858006042	0	0	0	0.648262839879154
Q9UBX3	Mitochondrial dicarboxylate carrier OS=Homo sapiens GN=SLC25A10 PE=1 SV=2 - [DIC_HUMAN]	A	TRUE	0	0	0	0	0	0	0	0	0.277736131934033	0.266116941529235	0.199175412293853	0.45	0.112368815592204	0	0.407046476761619	0.487931034482759	0.768365817091454	0.28448275862069	0.230509745127436	0.379535232383808	0.313643178410795	0.629460269865067	1
Q9UFH2	Dynein heavy chain 17, axonemal OS=Homo sapiens GN=DNAH17 PE=1 SV=2 - [DYH17_HUMAN]	A	TRUE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Q9UI12	V-type proton ATPase subunit H OS=Homo sapiens GN=ATP6V1H PE=1 SV=1 - [VATH_HUMAN]	A	TRUE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.662833486660534	0	1	0	0	0
Q9UJ83	2-hydroxyacyl-CoA lyase 1 OS=Homo sapiens GN=HACL1 PE=1 SV=2 - [HACL1_HUMAN]	A	TRUE	0	0	0	0	1	0.672909698996656	0.214849498327759	0	0	0	0.00797324414715719	0	0	0	0	0	0	0	0	0	0	0	0
Q9UKR5	Probable ergosterol biosynthetic protein 28 OS=Homo sapiens GN=C14orf1 PE=1 SV=1 - [ERG28_HUMAN]	A	TRUE	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9UKU0	Long-chain-fatty-acid--CoA ligase 6 OS=Homo sapiens GN=ACSL6 PE=2 SV=4 - [ACSL6_HUMAN]	A	TRUE	0	0	0	0	0	0	0	1	0	0.391869158878505	0.29803738317757	0	0	0	0	0	0	0	0	0	0	0	0
Q9UNS2	COP9 signalosome complex subunit 3 OS=Homo sapiens GN=COPS3 PE=1 SV=3 - [CSN3_HUMAN]	A	TRUE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.97145003756574	0	0	0	0	0	0
Q9UQN3	Charged multivesicular body protein 2b OS=Homo sapiens GN=CHMP2B PE=1 SV=1 - [CHM2B_HUMAN]	A	TRUE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Q9Y2Q3	Glutathione S-transferase kappa 1 OS=Homo sapiens GN=GSTK1 PE=1 SV=3 - [GSTK1_HUMAN]	A	TRUE	0	0	0	1	0.750945775535939	0.299653215636822	0.0422288776796974	0.163303909205549	0	0	0	0	0	0	0	0	0.017827868852459	0	0	0	0	0	0.1968789407314
Q9Y3B7	39S ribosomal protein L11, mitochondrial OS=Homo sapiens GN=MRPL11 PE=1 SV=1 - [RM11_HUMAN]	A	TRUE	0	0	0	0	0	0	0	0	0.294323557237465	1	0.963103122043519	0.567833491012299	0.264522232734153	0.461967833491012	0.224881740775781	0.135572374645222	0.15042573320719	0.0637275307473983	0.0826111636707663	0.0719205298013245	0.0502932828760643	0.0692620624408704	0
Q9Y3D2	Methionine-R-sulfoxide reductase B2, mitochondrial OS=Homo sapiens GN=MSRB2 PE=2 SV=2 - [MSRB2_HUMAN]	A	TRUE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q9Y6G3	39S ribosomal protein L42, mitochondrial OS=Homo sapiens GN=MRPL42 PE=1 SV=1 - [RM42_HUMAN]	A	TRUE	0	0	0	0	0	0	0	0	0	0.945648113559955	1	0.451251400821816	0	0.209002614867389	0	0.118453492715727	0	0	0	0	0	0	0
O00468	Agrin OS=Homo sapiens GN=AGRN PE=1 SV=5 - [AGRIN_HUMAN]	A	FALSE	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O15145	Actin-related protein 2/3 complex subunit 3 OS=Homo sapiens GN=ARPC3 PE=1 SV=3 - [ARPC3_HUMAN]	A	FALSE	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O15457	MutS protein homolog 4 OS=Homo sapiens GN=MSH4 PE=1 SV=2 - [MSH4_HUMAN]	A	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
